label,3_u1_120_p
time_s,envelope
0.000000000,2.081988
0.000113379,2.081859
0.000226757,2.081735
0.000340136,2.081616
0.000453515,2.081501
0.000566893,2.081391
0.000680272,2.081285
0.000793651,2.081184
0.000907029,2.081087
0.001020408,2.080993
0.001133787,2.080904
0.001247166,2.080818
0.001360544,2.080736
0.001473923,2.080658
0.001587302,2.080583
0.001700680,2.080512
0.001814059,2.080443
0.001927438,2.080378
0.002040816,2.080316
0.002154195,2.080257
0.002267574,2.080201
0.002380952,2.080147
0.002494331,2.080096
0.002607710,2.080048
0.002721088,2.080002
0.002834467,2.079958
0.002947846,2.079916
0.003061224,2.079877
0.003174603,2.079839
0.003287982,2.079804
0.003401361,2.079770
0.003514739,2.079737
0.003628118,2.079707
0.003741497,2.079678
0.003854875,2.079650
0.003968254,2.079623
0.004081633,2.079598
0.004195011,2.079573
0.004308390,2.079550
0.004421769,2.079528
0.004535147,2.079506
0.004648526,2.079485
0.004761905,2.079464
0.004875283,2.079444
0.004988662,2.079425
0.005102041,2.079406
0.005215420,2.079387
0.005328798,2.079368
0.005442177,2.079350
0.005555556,2.079331
0.005668934,2.079312
0.005782313,2.079293
0.005895692,2.079273
0.006009070,2.079254
0.006122449,2.079234
0.006235828,2.079213
0.006349206,2.079191
0.006462585,2.079169
0.006575964,2.079146
0.006689342,2.079123
0.006802721,2.079098
0.006916100,2.079072
0.007029478,2.079045
0.007142857,2.079016
0.007256236,2.078986
0.007369615,2.078955
0.007482993,2.078923
0.007596372,2.078888
0.007709751,2.078852
0.007823129,2.078815
0.007936508,2.078775
0.008049887,2.078733
0.008163265,2.078690
0.008276644,2.078644
0.008390023,2.078596
0.008503401,2.078546
0.008616780,2.078493
0.008730159,2.078438
0.008843537,2.078380
0.008956916,2.078320
0.009070295,2.078257
0.009183673,2.078191
0.009297052,2.078122
0.009410431,2.078050
0.009523810,2.077975
0.009637188,2.077897
0.009750567,2.077816
0.009863946,2.077732
0.009977324,2.077644
0.010090703,2.077553
0.010204082,2.077458
0.010317460,2.077360
0.010430839,2.077259
0.010544218,2.077154
0.010657596,2.077046
0.010770975,2.076934
0.010884354,2.076818
0.010997732,2.076699
0.011111111,2.076576
0.011224490,2.076448
0.011337868,2.076318
0.011451247,2.076183
0.011564626,2.076045
0.011678005,2.075902
0.011791383,2.075756
0.011904762,2.075606
0.012018141,2.075452
0.012131519,2.075293
0.012244898,2.075131
0.012358277,2.074965
0.012471655,2.074795
0.012585034,2.074621
0.012698413,2.074444
0.012811791,2.074262
0.012925170,2.074076
0.013038549,2.073886
0.013151927,2.073693
0.013265306,2.073495
0.013378685,2.073294
0.013492063,2.073089
0.013605442,2.072881
0.013718821,2.072668
0.013832200,2.072452
0.013945578,2.072232
0.014058957,2.072008
0.014172336,2.071781
0.014285714,2.071550
0.014399093,2.071316
0.014512472,2.071078
0.014625850,2.070837
0.014739229,2.070592
0.014852608,2.070344
0.014965986,2.070093
0.015079365,2.069838
0.015192744,2.069580
0.015306122,2.069319
0.015419501,2.069055
0.015532880,2.068787
0.015646259,2.068517
0.015759637,2.068243
0.015873016,2.067966
0.015986395,2.067687
0.016099773,2.067405
0.016213152,2.067120
0.016326531,2.066832
0.016439909,2.066541
0.016553288,2.066248
0.016666667,2.065952
0.016780045,2.065654
0.016893424,2.065353
0.017006803,2.065051
0.017120181,2.064745
0.017233560,2.064438
0.017346939,2.064128
0.017460317,2.063816
0.017573696,2.063502
0.017687075,2.063186
0.017800454,2.062868
0.017913832,2.062549
0.018027211,2.062227
0.018140590,2.061903
0.018253968,2.061578
0.018367347,2.061251
0.018480726,2.060922
0.018594104,2.060592
0.018707483,2.060260
0.018820862,2.059927
0.018934240,2.059592
0.019047619,2.059255
0.019160998,2.058918
0.019274376,2.058578
0.019387755,2.058238
0.019501134,2.057896
0.019614512,2.057554
0.019727891,2.057209
0.019841270,2.056864
0.019954649,2.056518
0.020068027,2.056170
0.020181406,2.055821
0.020294785,2.055472
0.020408163,2.055121
0.020521542,2.054769
0.020634921,2.054416
0.020748299,2.054062
0.020861678,2.053708
0.020975057,2.053352
0.021088435,2.052996
0.021201814,2.052639
0.021315193,2.052281
0.021428571,2.051922
0.021541950,2.051562
0.021655329,2.051202
0.021768707,2.050840
0.021882086,2.050478
0.021995465,2.050116
0.022108844,2.049752
0.022222222,2.049389
0.022335601,2.049024
0.022448980,2.048659
0.022562358,2.048292
0.022675737,2.047926
0.022789116,2.047558
0.022902494,2.047190
0.023015873,2.046821
0.023129252,2.046452
0.023242630,2.046082
0.023356009,2.045711
0.023469388,2.045340
0.023582766,2.044967
0.023696145,2.044595
0.023809524,2.044221
0.023922902,2.043847
0.024036281,2.043472
0.024149660,2.043096
0.024263039,2.042720
0.024376417,2.042342
0.024489796,2.041964
0.024603175,2.041585
0.024716553,2.041205
0.024829932,2.040825
0.024943311,2.040443
0.025056689,2.040061
0.025170068,2.039677
0.025283447,2.039293
0.025396825,2.038908
0.025510204,2.038522
0.025623583,2.038135
0.025736961,2.037747
0.025850340,2.037358
0.025963719,2.036967
0.026077098,2.036576
0.026190476,2.036184
0.026303855,2.035790
0.026417234,2.035396
0.026530612,2.035000
0.026643991,2.034603
0.026757370,2.034205
0.026870748,2.033806
0.026984127,2.033406
0.027097506,2.033005
0.027210884,2.032602
0.027324263,2.032198
0.027437642,2.031793
0.027551020,2.031387
0.027664399,2.030979
0.027777778,2.030570
0.027891156,2.030160
0.028004535,2.029748
0.028117914,2.029335
0.028231293,2.028920
0.028344671,2.028504
0.028458050,2.028087
0.028571429,2.027668
0.028684807,2.027247
0.028798186,2.026825
0.028911565,2.026401
