label,6_u1_160_p
time_s,envelope_detrended
0.000000000,0.384741
0.000113379,0.373528
0.000226757,0.362309
0.000340136,0.351088
0.000453515,0.339866
0.000566893,0.328645
0.000680272,0.317426
0.000793651,0.306212
0.000907029,0.295005
0.001020408,0.283805
0.001133787,0.272614
0.001247166,0.261436
0.001360544,0.250270
0.001473923,0.239118
0.001587302,0.227983
0.001700680,0.216866
0.001814059,0.205767
0.001927438,0.194689
0.002040816,0.183633
0.002154195,0.172600
0.002267574,0.161592
0.002380952,0.150611
0.002494331,0.139656
0.002607710,0.128729
0.002721088,0.117833
0.002834467,0.106967
0.002947846,0.096133
0.003061224,0.085333
0.003174603,0.074567
0.003287982,0.063836
0.003401361,0.053142
0.003514739,0.042484
0.003628118,0.031866
0.003741497,0.021288
0.003854875,0.010749
0.003968254,0.000252
0.004081633,-0.010202
0.004195011,-0.020614
0.004308390,-0.030981
0.004421769,-0.041304
0.004535147,-0.051580
0.004648526,-0.061811
0.004761905,-0.071994
0.004875283,-0.082129
0.004988662,-0.092215
0.005102041,-0.102252
0.005215420,-0.112239
0.005328798,-0.122174
0.005442177,-0.132058
0.005555556,-0.141890
0.005668934,-0.151670
0.005782313,-0.161396
0.005895692,-0.171068
0.006009070,-0.180686
0.006122449,-0.190249
0.006235828,-0.199756
0.006349206,-0.209207
0.006462585,-0.218602
0.006575964,-0.227940
0.006689342,-0.237221
0.006802721,-0.246444
0.006916100,-0.255609
0.007029478,-0.264715
0.007142857,-0.273762
0.007256236,-0.282751
0.007369615,-0.291680
0.007482993,-0.300549
0.007596372,-0.309357
0.007709751,-0.318106
0.007823129,-0.326794
0.007936508,-0.335421
0.008049887,-0.343987
0.008163265,-0.352492
0.008276644,-0.360935
0.008390023,-0.369317
0.008503401,-0.377637
0.008616780,-0.385895
0.008730159,-0.394090
0.008843537,-0.402224
0.008956916,-0.410296
0.009070295,-0.418305
0.009183673,-0.426252
0.009297052,-0.434136
0.009410431,-0.441957
0.009523810,-0.449716
0.009637188,-0.457412
0.009750567,-0.465046
0.009863946,-0.472616
0.009977324,-0.480124
0.010090703,-0.487568
0.010204082,-0.494951
0.010317460,-0.502270
0.010430839,-0.509527
0.010544218,-0.516720
0.010657596,-0.523851
0.010770975,-0.530919
0.010884354,-0.537924
0.010997732,-0.544867
0.011111111,-0.551747
0.011224490,-0.558564
0.011337868,-0.565319
0.011451247,-0.572011
0.011564626,-0.578641
0.011678005,-0.585208
0.011791383,-0.591714
0.011904762,-0.598157
0.012018141,-0.604538
0.012131519,-0.610858
0.012244898,-0.617115
0.012358277,-0.623311
0.012471655,-0.629446
0.012585034,-0.635519
0.012698413,-0.641531
0.012811791,-0.647482
0.012925170,-0.653373
0.013038549,-0.659203
0.013151927,-0.664973
0.013265306,-0.670682
0.013378685,-0.676332
0.013492063,-0.681922
0.013605442,-0.687453
0.013718821,-0.692924
0.013832200,-0.698337
0.013945578,-0.703691
0.014058957,-0.708986
0.014172336,-0.714223
0.014285714,-0.719402
0.014399093,-0.724524
0.014512472,-0.729588
0.014625850,-0.734595
0.014739229,-0.739544
0.014852608,-0.744437
0.014965986,-0.749274
0.015079365,-0.754054
0.015192744,-0.758778
0.015306122,-0.763447
0.015419501,-0.768060
0.015532880,-0.772618
0.015646259,-0.777121
0.015759637,-0.781569
0.015873016,-0.785962
0.015986395,-0.790302
0.016099773,-0.794587
0.016213152,-0.798819
0.016326531,-0.802997
0.016439909,-0.807122
0.016553288,-0.811194
0.016666667,-0.815213
0.016780045,-0.819179
0.016893424,-0.823094
0.017006803,-0.826957
0.017120181,-0.830767
0.017233560,-0.834527
0.017346939,-0.838235
0.017460317,-0.841893
0.017573696,-0.845500
0.017687075,-0.849056
0.017800454,-0.852563
0.017913832,-0.856020
0.018027211,-0.859428
0.018140590,-0.862786
0.018253968,-0.866095
0.018367347,-0.869356
0.018480726,-0.872569
0.018594104,-0.875734
0.018707483,-0.878852
0.018820862,-0.881922
0.018934240,-0.884944
0.019047619,-0.887921
0.019160998,-0.890851
0.019274376,-0.893734
0.019387755,-0.896572
0.019501134,-0.899365
0.019614512,-0.902112
0.019727891,-0.904814
0.019841270,-0.907472
0.019954649,-0.910086
0.020068027,-0.912655
0.020181406,-0.915181
0.020294785,-0.917664
0.020408163,-0.920103
0.020521542,-0.922500
0.020634921,-0.924854
0.020748299,-0.927166
0.020861678,-0.929435
0.020975057,-0.931663
0.021088435,-0.933850
0.021201814,-0.935996
0.021315193,-0.938100
0.021428571,-0.940164
0.021541950,-0.942188
0.021655329,-0.944172
0.021768707,-0.946115
0.021882086,-0.948020
0.021995465,-0.949884
0.022108844,-0.951710
0.022222222,-0.953497
0.022335601,-0.955245
0.022448980,-0.956956
0.022562358,-0.958628
